col1,col2,col3,col4,col5,class
5.0,4.0,7.0,4.0,5.0,1
4.0,4.0,6.0,4.0,4.0,1
-3.463874660851984,-0.7988578880186084,2.2131006990869735,-0.47543079590434073,5.138293755064463,0
-0.522203709246267,-0.894260096207636,0.690626095922168,0.8471699600898029,0.44819884759911344,0
3.335599061419662,-1.244128906655743,0.6028639087427374,-0.15138556856530572,-2.5212270395042,0
-0.7259708665103607,0.4439613836491191,-1.498268218097103,-0.06365345093641553,-0.37169903961166767,0
0.22185458688053536,-0.7069396124723988,-0.004576726724247008,1.752836448595339,-1.5813218180096238,0
-1.7612402165698273,-4.123333905080785,-0.4663333896714923,0.5895325696149267,-3.8069756027585497,0
6.0,3.0,1.0,6.0,4.0,1
8.0,5.0,6.0,6.0,4.0,1
-1.4575684222824876,0.9347372402544366,1.5792402477936598,3.359440205734156,0.4890348518092989,0
2.2114965962910356,-1.014896820258027,3.1342267271119453,-1.1921710564569932,0.5018103778733404,0
8.0,8.0,3.0,3.0,4.0,1
6.0,5.0,3.0,5.0,6.0,1
4.0,4.0,5.0,5.0,7.0,1
8.0,5.0,2.0,7.0,3.0,1
4.0,5.0,2.0,6.0,6.0,1
3.105489285010679,1.457439354205275,2.242375193019454,-0.3897100244844201,0.15574852564416872,0
3.423893627616556,0.5980477642606653,3.6676136695522525,2.6311678230822437,0.955821643046375,0
-1.4322553393938695,1.8270701369852334,-0.8735698118131924,0.5081239985662064,-1.8336693427430975,0
5.0,7.0,3.0,4.0,4.0,1
6.0,3.0,4.0,2.0,6.0,1
-0.8689357729795976,1.0171297946922346,0.5860298823862526,1.1556429870612186,3.051859418072534,0
-5.418763608350135,0.4158203194808771,1.2884665965552147,0.30901059397508646,0.7097620681838371,0
-2.83916382204746,-0.8585005488395054,1.6082522276499631,2.9188007701606327,-0.19119092670373972,0
-2.814434603178916,0.014858039363297399,1.3508719292697702,3.196486948883925,0.18330230186403434,0
0.9166555062374593,1.4792056703675556,-0.18267727214394666,0.28549717589767565,4.2829434197062195,0
2.0,4.0,4.0,8.0,6.0,1
4.0,2.0,6.0,6.0,6.0,1
-2.897280199908072,-0.5933279352672746,-0.7288820683484358,-0.09367156143571054,0.4447168420909723,0
1.8028639852509543,2.0657496155713795,2.6802042424564205,2.326660266947276,1.264325066205715,0
4.0,7.0,6.0,6.0,9.0,1
5.0,4.0,4.0,6.0,4.0,1
1.8650775249522558,4.912386662208554,-0.2823669101818694,0.6152365593792529,3.4447345896663926,0
6.0,7.0,7.0,2.0,4.0,1
0.9813265294445936,-1.060357374151776,-0.7499175115840245,0.6271076280486576,-0.5708572569218701,0
0.339013727566688,-5.559317077360942,-0.26626812765678654,-0.05821065005521225,-2.7310538811734775,0
-0.2350647744293011,-0.36435691250663443,1.1217819645094587,-0.44765464601342453,-0.4145805908113013,0
5.0,5.0,8.0,7.0,6.0,1
4.0,4.0,4.0,6.0,5.0,1
5.0,3.0,10.0,5.0,4.0,1
7.0,4.0,5.0,4.0,4.0,1
6.0,3.0,3.0,6.0,8.0,1
4.0,4.0,7.0,7.0,7.0,1
6.0,9.0,7.0,5.0,4.0,1
5.0,6.0,2.0,4.0,3.0,1
-0.6011807707557982,-0.9416697213613112,-0.24566673132757358,-0.9851531668354232,4.3751380513931295,0
0.294479174495186,0.30737339847912076,-0.6602341387286909,0.46969586674358915,-2.474893183317062,0
7.0,6.0,4.0,6.0,4.0,1
7.0,2.0,5.0,8.0,4.0,1
4.0,5.0,7.0,4.0,8.0,1
3.0253065866655837,2.009985348575585,0.3567556795452068,-1.225515142371092,-2.4695933180199723,0
-3.7554947911009253,-1.6651964165401512,-4.120371796192436,-1.3785019126149198,-0.8548662578020634,0
1.4734747042361869,3.0331223387891684,-0.17054109332733877,-0.24753803476789824,2.577411623916645,0
6.0,4.0,9.0,7.0,4.0,1
-1.0318677982848337,-0.2994581660596296,1.4146643582478793,-2.3115789693397817,-0.7373453818047134,0
-1.763253771888955,-0.12616863751385585,0.8772311783265844,1.0149384009615412,0.7425207192835571,0
5.0,4.0,4.0,4.0,2.0,1
7.0,6.0,4.0,6.0,4.0,1
6.0,8.0,4.0,4.0,5.0,1
0.701243497073861,-1.9744601089250182,2.8504969846434167,-0.4892415677909547,-0.22281923047267363,0
4.0,4.0,6.0,4.0,4.0,1
8.0,7.0,6.0,6.0,6.0,1
-2.285242158654461,0.19484967553710883,-3.7533618712182997,0.3933608590850265,0.674235693087569,0
2.4603158038576054,-1.3963564087146232,2.7595412261996506,3.3100372002265277,1.651475110020115,0
0.10123270542201754,-3.9843259048695816,4.5755457140492615,1.5680856006912818,-1.7255735823849887,0
7.0,5.0,3.0,1.0,7.0,1
0.7898858648341694,2.022436930372178,-1.2282970042933,2.239838466069553,-2.341894786313006,0
5.0,4.0,5.0,9.0,6.0,1
0.0,6.0,5.0,5.0,7.0,1
5.0,4.0,5.0,4.0,5.0,1
0.4968311921035012,-1.6097584925078547,2.5058615965604005,1.846279645313109,-0.34286747574380344,0
4.0,4.0,3.0,6.0,8.0,1
-1.9405752657515793,1.4484646700750032,0.4348924965816902,-0.11207420733312683,1.5515245192458442,0
2.0,4.0,6.0,6.0,7.0,1
5.655021392245784,-0.6809280094340675,-7.2351806841069015,2.3320880234825254,3.6544174667306653,0
-0.6125459001320732,1.231163847351118,3.4290371943388243,-0.03558548710859399,0.19812687796246206,0
-2.429255995716615,0.3840321012197432,-4.580993239470283,2.024730274441402,2.669803999106626,0
6.0,7.0,7.0,5.0,2.0,1
-2.900506118416971,-2.790411110206931,-1.637145941680232,0.025584034065194758,-4.855152224904323,0
4.0,6.0,6.0,4.0,8.0,1
6.0,7.0,6.0,3.0,4.0,1
6.0,6.0,4.0,5.0,5.0,1
1.6812421851334953,0.7703962908503933,0.7022974473569019,-2.0942656035058986,0.6032737046719977,0
3.561447201966652,-2.8543456893159656,-1.0120673549180816,0.9976942225555541,-0.7678438388585013,0
8.0,5.0,5.0,4.0,6.0,1
6.0,7.0,8.0,7.0,5.0,1
8.0,5.0,5.0,6.0,6.0,1
3.0,5.0,6.0,6.0,3.0,1
6.0,8.0,5.0,5.0,4.0,1
4.0,5.0,6.0,3.0,5.0,1
1.7042934989477891,0.8715766417579223,0.6607014219612073,-2.9883952725484444,-1.7677678530395815,0
5.0,7.0,7.0,5.0,7.0,1
2.074825565887464,0.6955503932371797,3.5923909608865943,-0.004168200505434646,0.06541749535822614,0
7.0,6.0,4.0,7.0,4.0,1
-0.6604987261942573,4.987536455882985,1.2981306662836547,1.1184345026886353,-1.4166837625562885,0
1.186295270954389,-0.7669315757865874,0.5570646986538511,-0.6578023991055866,3.429228050231211,0
6.0,6.0,3.0,5.0,5.0,1
2.7973741476482092,0.40647554253233226,2.459811123911266,-2.778076960864516,-0.48589692287528397,0
5.0,4.0,5.0,5.0,4.0,1
-0.4978924223803186,-3.347078198826417,-0.5447342184517711,-0.29450300902526516,1.0558306851169204,0
-2.6839579434687435,-0.4222718934885093,2.904589840741532,2.7150040291114883,-1.436806785440651,0
1.820333052957734,-0.5706588735698426,0.7923198114841349,1.6405116935911301,1.934868744235617,0
4.0,4.0,6.0,6.0,7.0,1
0.5746449199953342,0.70789869102452,1.5077431189502637,3.66992217261262,-0.29164014346819284,0
8.0,5.0,3.0,5.0,6.0,1
-3.0838183744835272,-1.746254066329497,-0.2307619057913923,3.6739246786485347,1.1960983744585238,0
6.0,6.0,6.0,4.0,3.0,1
0.04770895524473043,1.6206470426561739,-0.2581621283065856,-0.9603078697339741,-0.5023585435161104,0
2.935674687139196,-0.9390396447966101,-0.9859205208518469,-0.7726790056646478,-1.0449685085157605,0
1.9809570573062878,-0.6629790100043509,-0.20906939346204323,-1.0673339678931613,0.5161119633249633,0
-0.52923346172388,-4.30730019673204,-2.777388374564073,2.3382562824784427,-0.5894663181763525,0
3.0,3.0,3.0,6.0,6.0,1
7.0,6.0,5.0,3.0,6.0,1
0.17137943824667332,0.3607541511854798,1.453532929140241,-1.1566534565810467,1.860257046387555,0
5.0,6.0,5.0,4.0,4.0,1
-1.3169374221477057,-2.5774310913041663,-0.0427874853574062,-0.8983041570975036,-1.9764884116020394,0
4.0,7.0,4.0,5.0,5.0,1
-0.7343122322282187,-2.8934842539503065,-0.9196364776512828,-0.7452791977732159,0.3892199537077293,0
0.5237308967901253,0.712225288495934,-1.1671295638951997,-0.40352414069082043,1.950498922050364,0
7.0,5.0,7.0,8.0,5.0,1
-1.4034882021096244,-1.301326398786802,-0.5048264188903122,-1.6128589465022447,0.5359344175330845,0
-2.8489412766255944,-0.4303991981005835,0.09879231202372886,2.154749707419461,0.6798779488082617,0
7.0,4.0,6.0,7.0,5.0,1
-2.3015062471750896,-0.10234708887295249,-0.12083869943274117,-0.6721917721353587,-0.24238926596424404,0
8.0,7.0,5.0,6.0,8.0,1
-0.17777760936643588,-3.4972393648062052,-0.8720537577738315,2.6548829420246687,-2.7049182855901748,0
-7.60251703839697,-0.33063171053917123,-0.2055608141813685,-0.7938962514469439,1.5887056553598784,0
5.0,5.0,6.0,6.0,3.0,1
1.6718435992497898,-1.3091496034281491,1.753241155456283,0.3529587628453239,-0.16379147967858107,0
0.6501244455150644,-3.1783694298843828,-2.475187974924009,-2.569482448918039,0.2806613932902722,0
4.0,4.0,5.0,4.0,6.0,1
4.0,3.0,5.0,8.0,5.0,1
6.0,5.0,3.0,5.0,6.0,1
5.0,3.0,3.0,5.0,3.0,1
0.7393356916976469,-0.12386788558045142,1.5679842176843148,0.5745771436690785,-2.893333833055896,0
4.0,6.0,4.0,3.0,5.0,1
-1.3373116873236515,0.9221302639196028,1.2172661736926063,0.15662930337282246,-2.9024481034573197,0
0.37392710000154755,-1.5848837622430172,0.8593056500228688,2.8788044501494707,1.9198742290958735,0
0.8484620602094646,2.63135789124853,-0.13711225200987595,2.4116137942950995,-1.8137315955976705,0
5.0,3.0,5.0,7.0,1.0,1
5.0,6.0,4.0,7.0,6.0,1
-1.517041916474523,-0.14486772638342216,-2.162605416847645,1.3073054011270009,-0.9161344545230026,0
7.0,5.0,3.0,5.0,5.0,1
-0.1368914337464305,-0.40024323521573807,2.6936684856088036,1.2562425924837959,-0.6817624177960254,0
-0.947139008862963,-2.299472590979238,-0.694033271926496,-1.9117722279285951,1.336477151028291,0
0.6660722300981801,-0.5196270540403742,0.003578940851736912,-0.7992955011320132,-2.2159707574917276,0
7.0,5.0,6.0,6.0,4.0,1
4.0,6.0,5.0,5.0,7.0,1
-0.10077580604560635,-2.0196318638950936,2.280259084506101,-2.584740107174436,-0.06856545700780242,0
1.5314751634676056,-1.8245726929623531,-0.00020954146196520583,1.149112564856385,0.819023000003277,0
2.0,7.0,6.0,5.0,3.0,1
-0.9419326843506763,-1.8404943426819278,1.1959355351870131,-0.3641704019845288,-0.8069146774332007,0
-0.5243257414191602,3.030539865866873,0.03726130115301165,-1.6910877192762066,-4.195972919646932,0
0.09303463601370379,0.6838910105331526,0.3341519157319018,0.02981355406506156,0.48327297240356604,0
3.0,6.0,6.0,4.0,8.0,1
5.0,5.0,5.0,9.0,5.0,1
-6.347430420623924,-0.20033300509914895,-0.15678330676211247,-0.05746537819951811,-0.027854059746900705,0
0.8039615567891331,1.4233194072151765,-1.3833553440820419,1.3776513279687148,1.3008507917851788,0
4.0,6.0,4.0,4.0,4.0,1
-0.8808412767098592,0.3566773320198882,1.8608770144569964,0.6885334571899338,0.0011049556999288505,0
-2.92464643360616,-1.1056186195505249,2.178840019427426,-2.6632689379137355,0.6483303026997677,0
3.0,2.0,5.0,6.0,3.0,1
3.0,7.0,9.0,4.0,4.0,1
-2.9918803867054784,1.2495995236542587,0.33684627711672277,1.1151008991861233,-0.24999064404945134,0
0.6818907274655479,-1.7211933854308006,2.6032020518910017,-1.42717827595991,-1.6817135930718166,0
1.5184094652055575,0.5763439930755077,-2.1471218588683083,-1.9580911154778469,-2.091923697832423,0
5.0,3.0,5.0,7.0,5.0,1
5.0,6.0,5.0,4.0,5.0,1
0.6809341072382524,1.4507225374161759,-1.8172321864842078,0.36199342183456207,0.5653614361138103,0
1.6181094063139412,0.16291255448995512,1.1574266722905855,-1.0872408973628105,-0.9454736706137138,0
2.5244556796113153,1.7719788434343346,0.05925326739674506,2.885304683301815,1.2112495587695329,0
-2.33936829277122,4.326850813689737,2.2907631872637073,-1.8770805672966635,-0.9102099836671212,0
6.0,6.0,5.0,4.0,2.0,1
3.0,5.0,4.0,4.0,5.0,1
0.9910952265749443,1.977233824449634,-3.562250529234542,0.5994993732313708,1.0173645571650816,0
-0.8887596925458335,0.06123099406068497,-1.2720784002885976,1.4406937751133615,-0.17294471606709727,0
3.0,4.0,4.0,5.0,4.0,1
3.0,6.0,6.0,5.0,5.0,1
6.0,7.0,6.0,2.0,6.0,1
-2.1834427708345494,-0.37136641069799214,-4.388837237036847,-1.2967079141729925,2.5610332834857124,0
3.2688711757794646,-0.2842142392862608,3.113552479956722,3.4109703273298977,1.912139650238331,0
4.0,4.0,4.0,6.0,7.0,1
2.0,5.0,6.0,5.0,6.0,1
-2.2275536196545542,-2.1131658185426554,4.239746525456779,0.8315513597590745,-0.4084709373934509,0
5.0,5.0,7.0,4.0,4.0,1
-0.5824686797764157,-2.5025366931001103,0.706433065187842,1.108391279699802,-0.8610258866473318,0
6.0,3.0,4.0,5.0,4.0,1
4.614979736638378,3.117352674747421,1.5741293806826606,-2.3228892740631815,1.0034086124235473,0
6.0,3.0,4.0,5.0,6.0,1
0.6174051474456567,-1.9728790510198841,-0.82508320030836,-1.3817211298080037,1.0308773565139282,0
-3.6624762809742233,-1.0205773269754095,-1.7787506997523428,0.25684748634771754,0.027951149685687383,0
5.0,6.0,6.0,6.0,6.0,1
6.0,2.0,4.0,5.0,3.0,1
0.7358832306962281,-2.5616287777466558,2.898782196130421,0.9622381951109245,-0.9787234038518521,0
1.935192843746784,0.7384957578303181,0.1301321550762288,-1.7234500125893901,1.2631950363273645,0
6.0,5.0,6.0,1.0,6.0,1
7.0,5.0,4.0,7.0,5.0,1
2.019804005256496,0.8188124987516822,0.6536655437288098,-1.0742858163771551,-0.9930853293323909,0
-0.6487245848694517,2.037355529213823,-0.676376387851463,1.7658120834687443,-2.1740533251971015,0
2.6176540990052954,1.8437672362925455,-0.9918296839406923,-0.47901886184408105,1.7434452504477982,0
-0.044954557289264445,1.4444459013197215,1.5436225049480317,-1.1849583288167747,-0.6057114838437944,0
0.5337766937969585,-2.100312425315214,-1.496614259572564,-0.3311056699837278,1.0387297558268271,0
5.0,6.0,3.0,5.0,7.0,1
6.0,5.0,5.0,4.0,4.0,1
1.0,7.0,6.0,7.0,8.0,1
-0.9891802160525104,-1.0242718413151026,-0.45005064561479247,-1.413286197440463,2.3902877009227317,0
-1.1387274842331192,0.8804990327924042,3.0068604787752964,1.9637121963128208,-0.6101168981691287,0
-1.4878810953275703,-1.6437364386073838,1.2844736383490245,1.5506302715662894,0.03166423339998689,0
2.1479545939525937,2.5899385890288236,-3.039957342073971,0.1752744547984344,-0.6390200560728888,0
5.0,3.0,4.0,2.0,6.0,1
5.0,6.0,7.0,5.0,5.0,1
6.0,3.0,5.0,6.0,5.0,1
-0.20399091178609394,-0.696186399847268,-0.17458914343543805,-3.1806339526920047,0.9738427289025275,0
1.8906929861988593,-1.502266131887241,2.563929157401397,1.2299037009153921,2.5693062027532894,0
-0.8513509835604861,1.1306267357661015,-0.8753195836452999,-0.5161900303206526,-1.509750816114128,0
3.405423099431431,1.1391477564921668,-0.23739449027082085,0.5805603711184313,-0.2483890322720933,0
5.0,6.0,8.0,2.0,4.0,1
4.0,4.0,3.0,6.0,6.0,1
-1.961695317751409,-3.54695518110886,-0.4029166541224691,-1.2808987501727498,-0.26602144034996794,0
-1.4347724097509804,-0.7468524099229791,-0.36854793515861156,1.540630183787984,0.20240605712759496,0
-2.9549627462661463,0.6313462324496626,2.016284630079129,0.31394578744915524,-2.38421982355657,0
1.5262634775881998,-0.555744008943331,-0.045295678750323726,-0.21266244368105872,-1.690760080583182,0
6.0,4.0,2.0,2.0,8.0,1
4.0,9.0,9.0,5.0,3.0,1
-0.41140645735118436,2.392263629214082,-0.24473140280486955,1.2671863825941654,-0.6365613658273157,0
3.0,7.0,7.0,7.0,3.0,1
6.0,5.0,4.0,6.0,4.0,1
1.2887531384394249,1.1807114008661126,-2.773798233076996,3.1728146212716313,-1.6455822319659161,0
-2.6332360454094155,3.138543058097802,1.7806931123195118,-3.1541862547791606,3.0138560368707252,0
8.0,5.0,6.0,4.0,6.0,1
4.0,5.0,2.0,7.0,4.0,1
6.0,3.0,4.0,3.0,2.0,1
-0.46141456047330437,-0.004159384501290326,1.0367920950792466,1.6169008878547402,0.5738032096713845,0
6.0,5.0,5.0,4.0,4.0,1
0.8908880999185333,-0.5900725261149968,0.29901752009781873,-0.3127882666295222,1.4913785819498975,0
6.0,3.0,5.0,6.0,6.0,1
5.0,4.0,5.0,6.0,5.0,1
2.7188820425580205,-0.12218301299998272,0.5692817319911757,-1.3579683719903837,-0.5388418685701167,0
3.0,5.0,6.0,5.0,6.0,1
4.0,5.0,7.0,7.0,4.0,1
3.0,6.0,6.0,4.0,6.0,1
-0.3556968279917526,-0.2700657050633541,2.386429805574758,-1.6640617979365002,4.128037348812602,0
9.0,5.0,6.0,3.0,4.0,1
5.0,7.0,4.0,3.0,7.0,1
-0.6926223644632855,0.32348126474195843,-0.46975475347254425,-1.8643755978242136,-0.5954180251502653,0
4.0,5.0,5.0,3.0,5.0,1
0.8626316952919978,2.1079168750152064,2.8189836163792807,0.14939607203951427,-0.7098461784053668,0
1.0,6.0,7.0,6.0,5.0,1
0.03179484759091885,1.939198649772902,0.16078712145430976,-0.89471649299672,-2.884195073480962,0
0.5134495920770706,-0.4930336338042881,1.975014620278594,-0.11787106746122368,-1.9308504438609988,0
0.21840313316737028,-2.26582208059337,-1.5788524119466052,4.092332963698128,-0.8285415835678444,0
6.0,8.0,5.0,5.0,7.0,1
0.9427717380065624,2.3136808318952937,1.506454951005719,0.7738224747843451,0.10347797524224048,0
2.0,4.0,6.0,3.0,6.0,1
-0.414670124483809,-1.2898684883469413,-2.3256243070069913,0.6790693715703613,1.6859603090537842,0
7.0,5.0,6.0,5.0,6.0,1
0.9041960387090281,3.3471331610212065,0.3047075663714057,1.4684497317409226,1.6177702733647294,0
0.6921409598920025,-0.8494563908269609,0.742910302007349,0.3817583601376072,-2.1041496627921634,0
1.315621249447526,-0.27515552344510635,-1.687059305719744,0.989496085051191,-0.863801453961363,0
-0.8881241076812266,2.058914776548021,-3.362546909756323,1.1164053106219238,4.178566036636101,0
8.0,6.0,3.0,4.0,4.0,1
6.0,10.0,3.0,6.0,4.0,1
4.0,3.0,6.0,8.0,7.0,1
2.918450971824586,0.7023069250655136,2.0464478630968657,-1.6269059247500763,-0.5903278347414861,0
0.4865681043675378,-0.9389480017192704,0.6924103507703161,-0.3452286878740442,-2.977646753699587,0
-0.9671321521285067,0.40529842304471425,1.4370178109846954,2.0503136917363856,-0.8986302609223832,0
5.0,6.0,6.0,4.0,7.0,1
0.5651990766561641,-1.0702276437858769,0.03562101933319261,2.4863778365040203,0.7676724378750237,0
-2.655336276118029,2.0612466426739604,-2.0745504210206347,0.48327936033638214,-0.8972705973588483,0
-0.8744980199569599,1.9622012304958762,0.6353279630193889,-0.2510253916999859,0.500452618491294,0
1.6970300653431847,1.309928303444339,-2.0508463169318754,0.2744132555028197,0.6875967372629793,0
4.0,6.0,5.0,6.0,8.0,1
0.9188932751880148,1.9365183628924518,-0.14259393789485653,-0.08479728260041612,-1.179993744453198,0
2.417171454873378,1.6331809971618163,1.491666204810404,1.8222149205917677,-2.1919536364782752,0
7.0,7.0,8.0,3.0,6.0,1
7.0,3.0,1.0,7.0,5.0,1
5.0,7.0,5.0,6.0,5.0,1
-0.9781041463688259,-0.6813871031567438,-0.1035207970075951,-0.6165013132052158,0.8223218528876118,0
7.0,3.0,5.0,5.0,4.0,1
6.0,4.0,5.0,5.0,4.0,1
0.06769927794384793,0.5660017252660169,-3.655833682171856,-0.6458893687346261,-3.923278546391794,0
5.819136040340906,-0.8818030918121373,0.10552795941540363,-0.8936253417558795,1.8738074205587392,0
-1.02293072235299,0.5426272907868134,-2.731066595913731,3.6891796336495437,2.092919091618538,0
1.6600486504571792,2.076547319462099,-1.3022251143243264,1.1690690610261059,1.1821608150260732,0
7.0,5.0,8.0,4.0,6.0,1
6.0,6.0,6.0,3.0,4.0,1
5.0,6.0,5.0,4.0,6.0,1
1.1039470945297747,-1.6505869201605061,0.1292824224533469,-0.580130348858508,-0.3064445601661897,0
1.9009802937387164,1.3906466619375462,-2.3968560064840916,-0.6776932965461075,-0.9956289168841638,0
0.9357291953404465,1.2231408349621427,1.5221822209893923,0.3550216261536232,-4.279225605742019,0
6.0,3.0,5.0,6.0,5.0,1
-0.9034439198767071,0.5833291042376919,-0.9371370843367861,1.5739078758395078,-2.1591040139951256,0
-3.7444756859089923,-2.224469452324023,-1.2981665452487319,-0.504495051469933,0.9224812102244246,0
2.026907726403225,1.5033965927108566,-5.212539704267416,0.979667583124588,0.6639935961853737,0
-0.9142160008365032,-2.665677940179264,-0.7331974141655513,1.677192722751782,0.6223501223566237,0
9.0,3.0,2.0,6.0,6.0,1
8.0,6.0,5.0,5.0,3.0,1
-0.22364945685451962,1.1492547457436086,4.207970730025214,-1.4379908880769479,-1.029623612781055,0
-0.7481173962452834,-0.7887135811563372,0.7069269585537995,1.2034495617745251,-0.39388070894665267,0
4.0,4.0,8.0,2.0,3.0,1
6.0,2.0,5.0,3.0,3.0,1
4.0,4.0,9.0,5.0,5.0,1
8.0,2.0,5.0,5.0,4.0,1
4.0,5.0,4.0,5.0,6.0,1
-0.8173968311894885,0.8582933521845596,0.03306311116104741,-2.108538751410718,1.9234930579693414,0
-2.901383137965606,-0.6102263347341064,-0.8670401351387306,1.7642947305753354,0.32333463042957655,0
-0.9114421737739861,-0.05821326185131624,0.6478084091825341,0.7069522728055374,0.5704802044665744,0
5.0,5.0,5.0,6.0,5.0,1
4.0,7.0,8.0,5.0,2.0,1
7.0,5.0,2.0,4.0,5.0,1
1.3921526905250101,0.04904408253917972,-1.0355587830035673,-2.45085123018573,-2.0799423317475525,0
8.0,6.0,4.0,7.0,4.0,1
0.021061413427871562,0.03200664507164722,2.891804179280593,1.5651536144002618,3.433140747010851,0
4.0,4.0,6.0,4.0,6.0,1
0.26276369379105313,-0.5610460221596909,-0.8742268245118827,-0.2269323935965745,-0.07582365806710158,0
2.0,7.0,6.0,3.0,5.0,1
6.0,4.0,4.0,5.0,5.0,1
2.0,3.0,7.0,3.0,6.0,1
5.0,7.0,5.0,3.0,6.0,1
2.2103346777259505,1.5467370200484911,2.371732427397234,-2.1299024607932013,0.3747782068077422,0
5.0,5.0,5.0,3.0,5.0,1
-3.1099975944884393,3.080669981037856,-0.717991062204507,-1.8615913714120256,0.4612078005993314,0
1.006291314395779,0.13310951713925928,-2.1082847179979174,-0.7419967111076109,-1.7734736104433837,0
4.0,7.0,4.0,5.0,5.0,1
-2.0685431145739024,-1.302774801954831,2.4298133639608492,0.020970298694169602,0.8050238936038402,0
-1.215620435461524,0.20563988387913787,-0.1910052539891455,5.8064198862548455,0.8148962466984733,0
3.0,5.0,8.0,5.0,5.0,1
-0.21572601856967077,-0.30345857467257414,0.3839758365764878,-3.008274750534984,-3.598816381428055,0
-1.447538589308424,-1.332756404732937,0.7154423848410052,0.8481459756496685,1.0781487976193016,0
0.9588788553265843,-0.4176218503713404,-0.08273922678778342,1.0281768936642204,1.1850534740851957,0
4.0,6.0,3.0,4.0,7.0,1
0.9735654502792966,-0.425663925529627,0.3681891471601744,0.540256353965205,-2.132883849695002,0
-0.8225468283873114,-1.9033549909347494,0.7846664716905235,0.6934672340599369,-1.384763234880833,0
0.24982174897350404,3.2044816979920863,0.06322823091320634,-1.819250882903346,0.3607877627001048,0
-2.820516854498711,0.4738625100850394,1.0874603150642528,-0.48555184503059456,-0.11089230383388929,0
1.4693895078357289,-0.38874426599385736,-1.15640468879187,-0.15058313645016344,-0.6191655589007528,0
-2.2023651353820664,-1.610383952170581,1.4910688260519922,2.464812957120544,-0.895714559512157,0
7.0,5.0,5.0,5.0,8.0,1
5.0,7.0,5.0,5.0,4.0,1
3.0480768783708476,-0.5227027553128905,1.9993554223385748,3.467575761499692,0.05926960679288342,0
5.0,6.0,7.0,5.0,4.0,1
6.0,6.0,6.0,2.0,3.0,1
2.080002876159203,-2.397032868285219,-1.992470984794252,0.2334645287488122,0.4359564397604248,0
4.0,5.0,7.0,7.0,4.0,1
6.0,6.0,5.0,7.0,7.0,1
5.0,4.0,3.0,2.0,8.0,1
1.398436905034037,2.714145923249055,3.90322463804119,-0.8559159372336634,-0.42041221631727516,0
7.0,5.0,3.0,6.0,2.0,1
